[9£¬288]:1.300537149864107,[9£¬100]:1.2726017590646297,[9£¬9]:1.2707989642351862,[9£¬127]:1.2479224507582283,[9£¬289]:1.0844452999723273,[9£¬181]:1.0411776545898068,[9£¬523]:0.8738162065680253,[9£¬531]:0.8569291248986447,[9£¬14]:0.8479316639234142,[9£¬222]:0.841972886367408,
[550£¬118]:3.0282739497206355,[550£¬127]:2.5871812623208643,[550£¬117]:2.1709526084146296,[550£¬597]:2.147258742233376,[550£¬151]:2.1301054513441757,[550£¬7]:1.7021033882099086,[550£¬471]:1.6942795985332713,[550£¬25]:1.675125057014596,[550£¬476]:1.3294550265247862,[550£¬866]:1.3132754023278372,
[136£¬127]:2.532147786201911,[136£¬285]:2.287457544949471,[136£¬126]:2.1692931173593792,[136£¬237]:2.1188577674019173,[136£¬293]:1.8268492064308213,[136£¬221]:1.806293782226098,[136£¬255]:1.7796575047519334,[136£¬50]:1.7652603418383315,[136£¬222]:1.7532409251451804,[136£¬297]:1.4722451347973335,
[483£¬172]:2.444671574096907,[483£¬89]:2.1329317309026314,[483£¬174]:2.1329317309026314,[483£¬15]:1.8683470109227098,[483£¬82]:1.8597783443379499,[483£¬22]:1.8495498457214385,[483£¬183]:1.8249955846002344,[483£¬176]:1.8249955846002344,[483£¬216]:1.8249955846002344,[483£¬423]:1.822045094119705,
[761£¬118]:3.3150784131187825,[761£¬300]:2.9270931166778142,[761£¬100]:2.9023038274981516,[761£¬323]:2.887679164301353,[761£¬257]:2.8295100573624543,[761£¬276]:2.479328253889054,[761£¬1012]:2.4744956559319053,[761£¬845]:2.4695704786463955,[761£¬250]:2.0669086003977752,[761£¬284]:2.024566325140687,
[581£¬286]:2.9160534307175077,[581£¬1]:2.1887354265535013,[581£¬124]:1.8535227475714011,[581£¬744]:1.8392754091641756,[581£¬14]:1.7604016850113342,[581£¬277]:1.4621096436385703,[581£¬19]:1.4507669744629426,[581£¬117]:1.419191383955773,[581£¬508]:1.1331421473374252,[581£¬15]:1.1239874176549427,
[459£¬100]:3.3629311256376893,[459£¬125]:3.3527234380595594,[459£¬237]:3.343534064135876,[459£¬1]:3.3421257976075074,[459£¬300]:3.3342504216557405,[459£¬286]:3.3338211745660513,[459£¬118]:2.9592204871801697,[459£¬293]:2.9513327108589618,[459£¬288]:2.945568273578828,[459£¬257]:2.9349830334962173,
[572£¬100]:2.263783677478118,[572£¬276]:2.261955323637819,[572£¬181]:2.1025310240502573,[572£¬1]:1.841444274590867,[572£¬25]:1.6803017439898227,[572£¬257]:1.6539293709939678,[572£¬15]:1.5318765745722596,[572£¬50]:1.4983872294612488,[572£¬252]:1.3518144106881258,[572£¬258]:1.3471038764884593,
[763£¬204]:3.8987455627917953,[763£¬318]:3.5125156394054677,[763£¬186]:3.5125156394054677,[763£¬419]:3.507065295879741,[763£¬70]:3.507065295879741,[763£¬181]:3.504949830754744,[763£¬202]:3.4937662244758636,[763£¬172]:3.1382459224743844,[763£¬64]:3.1373528052776876,[763£¬423]:3.131902461751961,
[817£¬100]:2.9240226003037115,[817£¬685]:2.9013337863620867,[817£¬291]:2.8527164935398286,[817£¬237]:2.8527164935398286,[817£¬125]:2.544281511409679,[817£¬471]:2.509480069387455,[817£¬257]:2.4929610211793882,[817£¬181]:2.0948751709390843,[817£¬50]:2.0771249069254467,[817£¬282]:2.0706159036586644,
[693£¬82]:4.019020562182877,[693£¬194]:3.9938705932806675,[693£¬89]:3.562154268474564,[693£¬182]:3.5464311991231297,[693£¬226]:3.541308442569063,[693£¬238]:3.51787297140347,[693£¬22]:3.5141486715462884,[693£¬237]:3.1315210305258536,[693£¬100]:3.1307255121040707,[693£¬435]:3.128651290802706,
[678£¬1012]:2.5712792442395664,[678£¬118]:2.506804552988066,[678£¬289]:2.101906061509689,[678£¬294]:2.0712980856918635,[678£¬257]:2.0417079656356174,[678£¬9]:1.7563065556297155,[678£¬288]:1.7334566470288353,[678£¬475]:1.7150798573488717,[678£¬1047]:1.6767145074719827,[678£¬508]:1.6741878643305461,
[496£¬202]:3.211169970774664,[496£¬423]:3.211169970774664,[496£¬95]:3.211169970774664,[496£¬125]:3.2107070019942547,[496£¬82]:3.201761767962177,[496£¬588]:3.201761767962177,[496£¬210]:3.201761767962177,[496£¬230]:3.186395382269402,[496£¬183]:3.181538826983839,[496£¬79]:2.8691419764622683,
[75£¬7]:4.04852965420144,[75£¬288]:3.586979907138261,[75£¬546]:3.275611055579554,[75£¬1047]:3.2517742384493014,[75£¬151]:3.2407718644124026,[75£¬471]:2.8762855115378816,[75£¬126]:2.84574246577006,[75£¬15]:2.826532079958562,[75£¬748]:2.823159071404669,[75£¬284]:2.816440548378883,
[769£¬118]:2.8820484535684416,[769£¬742]:2.547032158211526,[769£¬472]:2.5460946987152684,[769£¬100]:2.4979545304763353,[769£¬294]:2.221667930121622,[769£¬151]:2.2004991378764864,[769£¬7]:2.189909611113217,[769£¬117]:2.186033705912125,[769£¬225]:2.1697757598053635,[769£¬282]:2.147465969625653,
[108£¬15]:3.34337364967851,[108£¬300]:2.6249820415922054,[108£¬257]:2.5781561600178007,[108£¬294]:2.2290604428705696,[108£¬237]:2.194963739921163,[108£¬117]:1.8485337251466611,[108£¬118]:1.816449221595155,[108£¬328]:1.5284581906773662,[108£¬258]:1.5165914160042526,[108£¬597]:1.4720576590142445,
[703£¬257]:3.442739578765839,[703£¬125]:2.893409019068285,[703£¬476]:2.8560136419569084,[703£¬284]:2.528230817810806,[703£¬151]:2.4940168927775224,[703£¬282]:2.4940168927775224,[703£¬405]:2.4875119530435548,[703£¬477]:2.4416466646428936,[703£¬148]:2.440428745517855,[703£¬245]:2.4202037322487198,
[756£¬204]:3.2212018022108326,[756£¬172]:3.220988360591138,[756£¬28]:3.219850715484103,[756£¬231]:3.2177726802746673,[756£¬202]:2.8729334964226254,[756£¬405]:2.8692251252504137,[756£¬96]:2.866959870463392,[756£¬56]:2.8668835080972825,[756£¬216]:2.8668835080972825,[756£¬7]:2.8631751369250704,
[255£¬288]:2.5803273318881876,[255£¬50]:2.2429732238037143,[255£¬200]:2.2319886703656993,[255£¬145]:1.8835766472819748,[255£¬286]:1.8477193113611705,[255£¬358]:1.844652801126347,[255£¬185]:1.8181857260645156,[255£¬928]:1.513354612068274,[255£¬379]:1.5123103036287975,[255£¬164]:1.5111539974109094,
[245£¬121]:2.3439391037205257,[245£¬1]:2.3215386645529157,[245£¬257]:2.276114122485641,[245£¬118]:2.039813424542444,[245£¬15]:2.0262114981387542,[245£¬7]:2.0168139644428935,[245£¬742]:1.9946807087488834,[245£¬125]:1.7928718685034368,[245£¬117]:1.7818279074955803,[245£¬237]:1.741708578623299,
[93£¬117]:2.4019967731420966,[93£¬1047]:2.1371251880727478,[93£¬597]:2.1252265176672536,[93£¬685]:2.0775539308805717,[93£¬742]:2.0773780805598756,[93£¬471]:2.073458504630665,[93£¬546]:2.069964471587035,[93£¬9]:2.054365220747137,[93£¬100]:2.054365220747137,[93£¬237]:1.853035722187282,
[700£¬50]:2.3117699803891174,[700£¬204]:1.957550873784041,[700£¬483]:1.9130194133694867,[700£¬69]:1.9086095035435438,[700£¬153]:1.9007885040952257,[700£¬100]:1.8962669271219825,[700£¬195]:1.8887727319927134,[700£¬172]:1.6405329677623628,[700£¬1]:1.6284788689610976,[700£¬276]:1.5869228146771097,
[180£¬174]:2.789255971767937,[180£¬172]:2.7890029369874627,[180£¬50]:2.7890029369874627,[180£¬143]:2.788072353906408,[180£¬144]:2.7862224704166882,[180£¬173]:2.7862224704166882,[180£¬88]:2.7862224704166882,[180£¬31]:2.779074146253669,[180£¬4]:2.7641370801051277,[180£¬183]:2.7641370801051277,
[923£¬118]:3.7989496703942813,[923£¬471]:3.7856150629173433,[923£¬405]:3.7649777447729047,[923£¬300]:3.378918006475905,[923£¬7]:2.952038780468588,[923£¬1]:2.946108759496633,[923£¬328]:2.9398474242854378,[923£¬258]:2.9195959384373986,[923£¬257]:2.918066854847211,[923£¬597]:2.549024408822316,
[689£¬257]:4.318623530571986,[689£¬294]:4.318623530571986,[689£¬258]:3.4830789706000798,[689£¬15]:3.443308929977911,[689£¬742]:2.6270196046163172,[689£¬100]:2.1769292034211394,[689£¬288]:2.1715234356393194,[689£¬293]:2.168431108955419,[689£¬255]:2.1626196164060674,[689£¬282]:2.1395540394476873,
[217£¬568]:4.3932826116773995,[217£¬265]:4.27951367739564,[217£¬161]:4.27951367739564,[217£¬127]:3.8655222502645863,[217£¬89]:3.8136609331268922,[217£¬230]:3.751753315982826,[217£¬288]:3.400343129354191,[217£¬241]:3.333349203467485,[217£¬576]:3.288571013611795,[217£¬228]:3.1867322311629054,
[442£¬50]:4.358112114965333,[442£¬195]:4.358112114965333,[442£¬568]:3.948458099570646,[442£¬183]:3.8801873578216854,[442£¬423]:3.5150027876056655,[442£¬250]:3.513882567858639,[442£¬226]:3.5093420252142464,[442£¬182]:3.5057668944828135,[442£¬127]:3.502417681867615,[442£¬156]:3.4752286929054588,
[28£¬53]:3.197755892008782,[28£¬183]:2.551446086771331,[28£¬100]:2.159357113324716,[28£¬181]:2.1414511601138173,[28£¬300]:2.1086325651870106,[28£¬184]:1.800425396313002,[28£¬559]:1.795169978399996,[28£¬413]:1.789517708189405,[28£¬665]:1.7778238267887534,[28£¬121]:1.754802636897494,
[165£¬56]:1.8043399923181271,[165£¬172]:1.7867471298392428,[165£¬100]:1.7730829562266068,[165£¬286]:1.7730829562266068,[165£¬79]:1.5423977367766255,[165£¬50]:1.528648170478214,[165£¬294]:1.5268999742679414,[165£¬748]:1.5247274284976338,[165£¬64]:1.5094173399431217,[165£¬322]:1.286540367453834,
[79£¬100]:2.8788163937461944,[79£¬50]:2.1859570984869983,[79£¬475]:2.1026293135080936,[79£¬14]:2.0790151968770245,[79£¬9]:2.068678858133566,[79£¬237]:1.8037416097573291,[79£¬289]:1.5159004638259166,[79£¬300]:1.4869482030819836,[79£¬321]:1.4645732807759333,[79£¬126]:1.4425840505000216,
[895£¬237]:2.8196975454884896,[895£¬125]:2.8141175111728574,[895£¬1]:2.497656848639147,[895£¬300]:2.4951311985240627,[895£¬121]:2.489257159216007,[895£¬257]:2.469273209374236,[895£¬258]:2.460272166764597,[895£¬298]:2.1467794169893186,[895£¬7]:2.13834496948801,[895£¬15]:2.1054527395498095,
[365£¬300]:3.071862218940815,[365£¬405]:3.071862218940815,[365£¬121]:3.0525000923744465,[365£¬117]:2.751017744980941,[365£¬333]:2.747920447004965,[365£¬286]:2.747920447004965,[365£¬50]:2.746826483303901,[365£¬237]:2.738013288496021,[365£¬111]:2.7285583204385966,[365£¬181]:2.4259820093440267,
[699£¬237]:4.090137932698917,[699£¬25]:3.6975543571391603,[699£¬405]:3.6587300427523877,[699£¬257]:3.2957185621687697,[699£¬508]:3.2926776751440503,[699£¬300]:3.2722665837191194,[699£¬301]:3.2722457172951547,[699£¬100]:3.2661256007686665,[699£¬274]:2.9011325386877784,[699£¬125]:2.895729486238143,
[879£¬257]:3.773462054420227,[879£¬405]:3.3353895289559783,[879£¬742]:2.8975079226721436,[879£¬50]:2.8879040792423747,[879£¬151]:2.7130987263479063,[879£¬100]:2.508280728417351,[879£¬111]:2.28743932639345,[879£¬748]:2.1070332874415274,[879£¬25]:2.0625598611356075,[879£¬7]:2.057687658262272,
[289£¬597]:2.7085996769745644,[289£¬118]:2.7085996769745644,[289£¬237]:2.628162282163806,[289£¬300]:2.305524061807157,[289£¬291]:2.302124086129963,[289£¬257]:2.3000895027710877,[289£¬181]:2.3000895027710877,[289£¬294]:2.2682228972993568,[289£¬7]:2.2608829723520083,[289£¬111]:2.2583178202738114,
[518£¬237]:3.8490831609567344,[518£¬288]:2.999035205718231,[518£¬282]:2.660824721765385,[518£¬597]:2.617243943223959,[518£¬111]:2.593873666911823,[518£¬127]:2.58952102604427,[518£¬125]:2.5730416528079467,[518£¬15]:2.5083915766303995,[518£¬274]:2.1628103481563503,[518£¬748]:2.1484742560234675,
[837£¬300]:2.70933534311278,[837£¬50]:2.6803878569455946,[837£¬405]:2.4040060907974277,[837£¬237]:2.403314798138117,[837£¬121]:2.3957577970202477,[837£¬117]:2.0695092867945912,[837£¬111]:2.0695092867945912,[837£¬125]:2.0695092867945912,[837£¬147]:2.015267791675968,[837£¬100]:2.0031075773889957,
[164£¬546]:3.6337010286647407,[164£¬151]:3.1024266032963337,[164£¬50]:3.0271218716342068,[164£¬591]:2.748183745369651,[164£¬1]:2.7115756212717956,[164£¬455]:2.711549109940928,[164£¬288]:2.7038670988358118,[164£¬7]:2.7002753167968043,[164£¬257]:2.625340818432353,[164£¬281]:2.320253712227522,
[81£¬546]:2.877389757279723,[81£¬117]:2.85815523471723,[81£¬291]:2.488332452922342,[81£¬24]:2.4865613886849,[81£¬508]:2.4857245438939177,[81£¬685]:2.45234337507537,[81£¬300]:2.0948924586231126,[81£¬125]:2.071508170872976,[81£¬294]:2.0675935874336724,[81£¬9]:2.064484241836082,
[158£¬210]:4.4520254821875325,[158£¬265]:4.017230894154084,[158£¬2]:3.5612268140214436,[158£¬117]:2.6952597958872766,[158£¬153]:2.684212792066518,[158£¬241]:2.675154655528458,[158£¬358]:2.663003299967326,[158£¬578]:2.6624904196164936,[158£¬258]:2.6296868926198114,[158£¬515]:2.2568108879754343,
[8£¬161]:3.92661735681859,[8£¬4]:3.541719913258657,[8£¬62]:3.5325243145729233,[8£¬226]:3.5317181049791957,[8£¬56]:3.5055647252396422,[8£¬230]:3.5054169096719576,[8£¬265]:3.4918227687851413,[8£¬92]:3.12066728167971,[8£¬184]:3.1114716829939755,[8£¬232]:3.1114716829939755,
[127£¬313]:2.536626728696757,[127£¬258]:2.195235870397445,[127£¬289]:1.8057454515451852,[127£¬181]:1.708664236528413,[127£¬751]:1.517243709209027,[127£¬450]:1.476621879024679,[127£¬346]:1.4660399118955405,[127£¬326]:1.4654697893880526,[127£¬332]:1.435465156286943,[127£¬895]:1.392338966727491,
[357£¬288]:3.9861597869317955,[357£¬845]:3.1143795571212136,[357£¬257]:3.109265274645673,[357£¬181]:3.109265274645673,[357£¬988]:3.0929182284216195,[357£¬100]:3.072868418475,[357£¬252]:2.6922364465315236,[357£¬756]:2.672928257789788,[357£¬225]:2.6701910216252034,[357£¬370]:2.669289979505864,
[97£¬527]:3.143980212153077,[97£¬50]:3.1263244098808687,[97£¬210]:3.1172426631619867,[97£¬216]:3.0907880010599866,[97£¬98]:3.0699457690873024,[97£¬483]:2.736723415441388,[97£¬199]:2.7320637522735276,[97£¬176]:2.7320637522735276,[97£¬474]:2.7290653168809875,[97£¬151]:2.6443461293369297,
[636£¬125]:1.96005066592693,[636£¬276]:1.6563064204628015,[636£¬476]:1.6327227298229625,[636£¬471]:1.5858003924903268,[636£¬181]:1.5800300473441848,[636£¬117]:1.572564254076859,[636£¬294]:1.5686171513546687,[636£¬284]:1.560093725678599,[636£¬845]:1.3350485632529128,[636£¬934]:1.294055724489121,
[596£¬748]:2.9645670743534085,[596£¬245]:2.2034352883987465,[596£¬326]:2.0648192305650346,[596£¬243]:1.7336593399964908,[596£¬879]:1.726274842461968,[596£¬307]:1.721145918542872,[596£¬315]:1.6890272152908574,[596£¬332]:1.6577487467683396,[596£¬322]:1.6356253619301149,[596£¬272]:1.6342908446535886,
[708£¬7]:3.283779335055336,[708£¬288]:2.8884463661694153,[708£¬845]:2.8884463661694153,[708£¬100]:2.886122657594814,[708£¬471]:2.878381883933445,[708£¬257]:2.870284688679878,[708£¬118]:2.8296884830981175,[708£¬1012]:2.4405779919945014,[708£¬597]:2.4150879995498244,[708£¬410]:2.0958228955406524,
[396£¬597]:3.64768838349121,[396£¬7]:3.5579300722533236,[396£¬276]:3.1664834383620497,[396£¬181]:3.117129149616957,[396£¬685]:3.114479701741832,[396£¬294]:3.1019792401464734,[396£¬866]:3.0921084654306332,[396£¬293]:3.085366119996459,[396£¬50]:3.0488082962131386,[396£¬147]:2.6678473062809234,
[17£¬258]:2.8267278079713227,[17£¬100]:2.776525841035272,[17£¬742]:2.7173973864817107,[17£¬181]:2.699179519682807,[17£¬300]:2.354573921238657,[17£¬288]:2.3465283265034986,[17£¬118]:1.967416330818756,[17£¬748]:1.9360692461567695,[17£¬50]:1.924653206895042,[17£¬405]:1.6153457774371869,
[679£¬50]:2.946446236889591,[679£¬258]:2.6382405854778233,[679£¬210]:2.6073750920172634,[679£¬22]:2.5964633254817446,[679£¬28]:2.5942457151962617,[679£¬79]:2.581481262758266,[679£¬195]:2.298775011670616,[679£¬97]:2.2979616627740436,[679£¬1]:2.288257674069977,[679£¬474]:2.2834531478843734,
[386£¬472]:2.517315676631197,[386£¬257]:2.461807255658621,[386£¬181]:2.103563933785044,[386£¬288]:2.0260836734141625,[386£¬1]:2.0176131386682483,[386£¬841]:1.7217078257045637,[386£¬831]:1.7000592245062363,[386£¬147]:1.6766387160849474,[386£¬258]:1.6720827562352998,[386£¬56]:1.668062865306133,
[584£¬380]:2.248706999124826,[584£¬22]:2.131342878000607,[584£¬183]:2.131342878000607,[584£¬127]:1.8866171103740919,[584£¬89]:1.8475145157723833,[584£¬174]:1.8103725086174223,[584£¬176]:1.8103725086174223,[584£¬195]:1.7815424764307815,[584£¬121]:1.6543234213264528,[584£¬62]:1.5866045071167232,
[174£¬161]:3.671520767486386,[174£¬25]:3.671520767486386,[174£¬367]:3.3099748666553213,[174£¬173]:3.3096038943733617,[174£¬405]:3.306589434826528,[174£¬747]:3.306589434826528,[174£¬568]:2.9530311413133608,[174£¬318]:2.945043533995463,[174£¬64]:2.945043533995463,[174£¬54]:2.945043533995463,
[291£¬258]:4.57285576126287,[291£¬144]:4.57285576126287,[291£¬257]:4.148219469460131,[291£¬239]:4.148219469460131,[291£¬73]:4.138202363227634,[291£¬186]:4.138202363227634,[291£¬176]:4.133080156188371,[291£¬2]:4.133080156188371,[291£¬658]:4.133080156188371,[291£¬156]:4.133080156188371,
[888£¬275]:1.5365853844093087,[888£¬357]:1.3383770730633406,[888£¬14]:1.2599378842539875,[888£¬283]:1.208685892235381,[888£¬302]:1.046403270554601,[888£¬276]:1.0122913954356125,[888£¬582]:0.9781770163948873,[888£¬215]:0.9781770163948873,[888£¬423]:0.973391774588322,[888£¬116]:0.9600224831968105,
[872£¬100]:2.8487046517647387,[872£¬9]:2.809937907303755,[872£¬125]:2.8039321122428547,[872£¬222]:2.7871527308549404,[872£¬111]:2.782390249532327,[872£¬257]:2.7799218313444993,[872£¬15]:2.7721754097070495,[872£¬405]:2.4235221188855336,[872£¬7]:2.4045872576668943,[872£¬276]:2.3747920392929016,
[304£¬294]:2.918462912878941,[304£¬258]:2.277850103036414,[304£¬313]:2.2573142250835696,[304£¬323]:2.2397868273857524,[304£¬307]:1.8719741902702678,[304£¬333]:1.863459302453168,[304£¬301]:1.5924707781150371,[304£¬326]:1.5746742755786711,[304£¬751]:1.5524719155895441,[304£¬687]:1.5066161530807678,
[434£¬742]:2.9002260616520044,[434£¬117]:2.5515485817502777,[434£¬294]:2.540298040059202,[434£¬405]:2.540298040059202,[434£¬280]:2.4282795094978455,[434£¬412]:2.2645310565975003,[434£¬1028]:2.2269475132700016,[434£¬7]:2.2241194087869873,[434£¬934]:2.1992261190405227,[434£¬866]:2.13772210550741,
[590£¬117]:2.6311793378813433,[590£¬14]:2.279359763009385,[590£¬7]:2.2765752662478556,[590£¬50]:2.22682747643191,[590£¬147]:1.8882536845740439,[590£¬288]:1.8817139275426755,[590£¬283]:1.8788451520528993,[590£¬313]:1.8681399536595293,[590£¬287]:1.5550505203424485,[590£¬302]:1.5538565978664391,
[726£¬121]:2.2879342739109054,[726£¬237]:2.0558992111521706,[726£¬288]:2.03508090419297,[726£¬50]:1.9549704099482925,[726£¬282]:1.8311168310449446,[726£¬591]:1.8189974404124987,[726£¬597]:1.8020063988187605,[726£¬742]:1.790576080732057,[726£¬276]:1.7609425319497327,[726£¬476]:1.5921407713453233,
[821£¬286]:2.7531802300893955,[821£¬546]:2.7531802300893955,[821£¬282]:2.7305381016846777,[821£¬276]:2.7083839065807487,[821£¬111]:2.3797262767288565,[821£¬127]:2.072177451613774,[821£¬9]:2.0653721118538555,[821£¬125]:2.053729531425499,[821£¬1028]:2.0437578562762098,[821£¬69]:2.042021378651807,
[599£¬742]:2.920959186276055,[599£¬237]:2.919244000476093,[599£¬411]:2.6190557616661367,[599£¬125]:2.6190557616661367,[599£¬117]:2.591652677479979,[599£¬118]:2.549123362858703,[599£¬546]:2.549123362858703,[599£¬597]:2.5242245470223845,[599£¬258]:2.328844813386664,[599£¬121]:2.2899974736860154,
[157£¬117]:3.449957612343665,[157£¬471]:3.449957612343665,[157£¬546]:3.0680296795226343,[157£¬257]:3.061471364961354,[157£¬121]:3.0399889902823385,[157£¬245]:2.7052915544676286,[157£¬333]:2.7052915544676286,[157£¬237]:2.6916420846460394,[157£¬181]:2.686635678140188,[157£¬742]:2.661451123215271,
[891£¬125]:4.032272620344179,[891£¬288]:3.1316336454079874,[891£¬300]:2.8505197647884932,[891£¬294]:2.772684235789648,[891£¬7]:2.7653430637353127,[891£¬237]:2.750743322966996,[891£¬222]:2.7436418485764023,[891£¬257]:2.5144218812040524,[891£¬1]:2.4577743075453604,[891£¬9]:2.453362243893065,
[20£¬117]:2.8233144261023293,[20£¬25]:2.4715015663017774,[20£¬56]:2.4691703026149154,[20£¬222]:2.1266394975983585,[20£¬168]:2.1173574428143636,[20£¬257]:2.108270523810653,[20£¬28]:2.1075590109765105,[20£¬71]:2.1075590109765105,[20£¬237]:2.088240212787168,[20£¬173]:1.7739135057358286,
[227£¬100]:3.505044812335083,[227£¬111]:3.1258869510679275,[227£¬237]:3.1111255137559155,[227£¬508]:3.0733436589725347,[227£¬276]:3.0717047114143856,[227£¬125]:2.373374012429418,[227£¬333]:2.369142913744588,[227£¬258]:2.369142913744588,[227£¬845]:2.3606953665910964,[227£¬1]:2.3396054997322158,
[274£¬284]:3.554195145728819,[274£¬117]:3.5419725381296145,[274£¬15]:3.1841958301991893,[274£¬121]:3.1502370228653174,[274£¬222]:2.799264286578401,[274£¬1028]:2.782015263441549,[274£¬7]:2.4091930920883162,[274£¬252]:2.3858253099361715,[274£¬151]:2.3815092976563887,[274£¬286]:2.3758154974158785,
[534£¬222]:3.9572832445032518,[534£¬405]:3.940495729995917,[534£¬100]:3.0907302147899145,[534£¬9]:3.082760486209932,[534£¬50]:2.644692047234903,[534£¬245]:2.634341137466412,[534£¬284]:2.218847069176699,[534£¬476]:2.216933850309885,[534£¬748]:2.2142621121571775,[534£¬472]:2.2138066881408704,
[376£¬286]:1.7043244997072433,[376£¬1]:1.7023856120233587,[376£¬121]:1.7023856120233587,[376£¬117]:1.455943576680764,[376£¬845]:1.4351243701109344,[376£¬79]:1.4137602890504364,[376£¬137]:1.4069647984823033,[376£¬50]:1.3991305050355871,[376£¬173]:1.1644654909490804,[376£¬9]:1.1608382014716463,
[719£¬56]:2.5671480576340526,[719£¬100]:2.512290102463506,[719£¬117]:2.4584834148432213,[719£¬216]:2.22411312127267,[719£¬174]:2.147110675779989,[719£¬181]:2.147110675779989,[719£¬11]:2.145952618530117,[719£¬471]:1.8957814397934878,[719£¬25]:1.8763154625406968,[719£¬151]:1.8638380639113505,
[706£¬276]:3.129011942705905,[706£¬300]:3.058753535704641,[706£¬748]:2.776218416361091,[706£¬282]:2.6546928432920303,[706£¬127]:2.6238868902302532,[706£¬405]:2.5691513874422403,[706£¬222]:2.217371054969204,[706£¬293]:2.2052898644936927,[706£¬121]:2.1675086700577673,[706£¬591]:1.86333197777368,
[754£¬405]:2.588565373844626,[754£¬121]:2.5602246427362845,[754£¬100]:2.2625847977009235,[754£¬181]:2.246171618506791,[754£¬257]:2.231339884193112,[754£¬1]:2.231339884193112,[754£¬300]:2.2256149349727554,[754£¬7]:1.9787415537305673,[754£¬288]:1.9728396441240093,[754£¬475]:1.9478899056188181,
[68£¬1]:4.21655519133568,[68£¬15]:2.963187663317081,[68£¬100]:2.5604917499562467,[68£¬257]:2.54244312822717,[68£¬151]:2.4937818237899805,[68£¬597]:2.4926432322393666,[68£¬117]:2.486874619283757,[68£¬410]:2.486874619283757,[68£¬300]:2.4650750215042514,[68£¬508]:2.0754190749947963,
[893£¬222]:2.701407959182254,[893£¬546]:2.3733803140167575,[893£¬7]:2.3677578001664754,[893£¬685]:2.348931990005659,[893£¬273]:2.326809129386139,[893£¬742]:2.3123728034527664,[893£¬181]:2.0635563164320114,[893£¬748]:2.0332628674587276,[893£¬472]:2.024129821249552,[893£¬756]:2.0046266091828278,
[612£¬181]:2.899600720341698,[612£¬276]:2.6764838825296753,[612£¬742]:2.6418254631661897,[612£¬222]:2.6256914572421413,[612£¬50]:2.6143132860956757,[612£¬257]:2.3597001460952813,[612£¬471]:2.1552447963019126,[612£¬405]:2.065001823175074,[612£¬121]:2.05865228621552,[612£¬235]:1.8118299987219582,
[792£¬121]:3.7670508793941724,[792£¬100]:2.9738493113837547,[792£¬181]:2.4723947268457054,[792£¬222]:2.450277370861565,[792£¬288]:2.421490737652727,[792£¬475]:2.1452280942498616,[792£¬284]:2.1199132140463206,[792£¬273]:2.108207653802828,[792£¬685]:2.0923791051214096,[792£¬15]:2.086770600052861,
[348£¬597]:3.777057510789382,[348£¬125]:2.996032699513229,[348£¬284]:2.9655941658964813,[348£¬257]:2.9324363780949434,[348£¬181]:2.9324363780949434,[348£¬100]:2.917885639917097,[348£¬471]:2.5746623202420222,[348£¬222]:2.5252195020425314,[348£¬1047]:2.521597857668092,[348£¬845]:2.5181474457655284,
[849£¬50]:2.1241232435881505,[849£¬181]:1.9055407450941637,[849£¬82]:1.9023541825594688,[849£¬210]:1.8992115180580298,[849£¬173]:1.808778257043587,[849£¬151]:1.6916789396593728,[849£¬98]:1.6782810215201713,[849£¬22]:1.6774424570293478,[849£¬423]:1.6423569976916321,[849£¬1]:1.6423569976916321,
[359£¬597]:2.970130177664921,[359£¬7]:2.6162109790166386,[359£¬258]:2.354803121214509,[359£¬222]:2.3267324782282777,[359£¬257]:2.295055478937861,[359£¬748]:2.2627643703415328,[359£¬127]:1.9916605975882706,[359£¬237]:1.905165100415457,[359£¬151]:1.8586212741101822,[359£¬685]:1.6189121584690913,
[562£¬474]:3.489824823272821,[562£¬181]:3.489824823272821,[562£¬162]:3.1420640004702376,[562£¬69]:3.132738044682507,[562£¬172]:2.801933917983291,[562£¬186]:2.798080065890695,[562£¬183]:2.798080065890695,[562£¬195]:2.788075066254653,[562£¬151]:2.7846040058320503,[562£¬484]:2.784328600202147,
[27£¬1]:2.5452775168871797,[27£¬546]:2.5176394507440754,[27£¬405]:2.509092596447942,[27£¬181]:2.4435434225005968,[27£¬257]:2.240929690800223,[27£¬282]:2.236827059273785,[27£¬117]:2.117788248621855,[27£¬15]:1.9832839714728103,[27£¬288]:1.9035199861238343,[27£¬127]:1.9009422731946264,
[395£¬405]:2.447259721881639,[395£¬597]:2.0437262322727747,[395£¬257]:1.992146176432227,[395£¬294]:1.9692046030451709,[395£¬300]:1.7445125391276537,[395£¬117]:1.652596301381361,[395£¬222]:1.6524630661888484,[395£¬289]:1.394320149181838,[395£¬144]:1.3308541787283137,[395£¬195]:1.3184131436557807,
[549£¬117]:3.0184393728243046,[549£¬257]:2.9923361420259695,[549£¬471]:2.6326604629124044,[549£¬15]:2.5976832848668225,[549£¬127]:2.5027624160868687,[549£¬300]:2.22368771363821,[549£¬597]:2.1882078949277677,[549£¬250]:2.1004239168226935,[549£¬276]:1.8050584844917639,[549£¬410]:1.7883754139322505,
